,whole_machine,boxing_machine,boxing_machine,boxing_machine,declare_resources,k_means_bucketing,k_means_bucketing,k_means_bucketing,k_means_bucketing,k_means_bucketing,cold_bucketing,cold_bucketing,cold_bucketing,cold_bucketing,cold_bucketing
#buckets,x,x,x,x,x,1,2,2,3,4,1,2,2,2,3
# cold starts,x,x,x,x,x,10,10,10,10,20,10,10,10,5,10
diagonal?,x,"[0.125, 0.25, 0.5, 1]","[0.25, 0.5, 1]","[0.25, 0.5, 0.75, 1]",x,1,0,1,1,1,0,0,1,1,1
num_tasks,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
total_cores_t,1600000.0,708000.0,508000.0,508000.0,2000000.0,484000.0,624000.0,624000.0,824000.0,1020000.0,484000.0,672000.0,672000.0,656000.0,866000.0
avg_total_cores_t,8000.0,3540.0,2540.0,2540.0,10000.0,2420.0,3120.0,3120.0,4120.0,5100.0,2420.0,3360.0,3360.0,3280.0,4330.0
wcores_t,1200000.0,308000.0,108000.0,108000.0,1600000.0,84000.0,224000.0,224000.0,424000.0,620000.0,84000.0,272000.0,272000.0,256000.0,466000.0
avg_wcores_t,6000.0,1540.0,540.0,540.0,8000.0,420.0,1120.0,1120.0,2120.0,3100.0,420.0,1360.0,1360.0,1280.0,2330.0
wfail_alloc_core_t,0,254000.0,54000.0,54000.0,0,6000.0,146000.0,146000.0,346000.0,482000.0,6000.0,194000.0,194000.0,202000.0,388000.0
avg_wfail_alloc_core_t,0,1270.0,270.0,270.0,0,30.0,730.0,730.0,1730.0,2410.0,30.0,970.0,970.0,1010.0,1940.0
int_frag_core_t,1200000.0,54000.0,54000.0,54000.0,1600000.0,78000.0,78000.0,78000.0,78000.0,138000.0,78000.0,78000.0,78000.0,54000.0,78000.0
avg_int_frag_core_t,6000.0,270.0,270.0,270.0,8000.0,390.0,390.0,390.0,390.0,690.0,390.0,390.0,390.0,270.0,390.0
cores_t_utilization,0.25,0.5649717514124294,0.7874015748031495,0.7874015748031495,0.19999999999999996,0.8264462809917356,0.641025641025641,0.641025641025641,0.4854368932038835,0.3921568627450981,0.8264462809917356,0.5952380952380952,0.5952380952380952,0.6097560975609756,0.4618937644341802
total_mem_t,12800000000.0,5664000000.0,4064000000.0,4064000000.0,16800000000.0,4786483000.0,4308517000.0,4308517000.0,4879336000.0,5821931000.0,4786483000.0,4343324500.0,4343324500.0,4163115500.0,4882096500.0
avg_total_mem_t,64000000.0,28320000.0,20320000.0,20320000.0,84000000.0,23932415.0,21542585.0,21542585.0,24396680.0,29109655.0,23932415.0,21716622.5,21716622.5,20815577.5,24410482.5
wmem_t,10833870000.0,3697870000.0,2097870000.0,2097870000.0,14833870000.0,2820353000.0,2342387000.0,2342387000.0,2913206000.0,3855801000.0,2820353000.0,2377194500.0,2377194500.0,2196985500.0,2915966500.0
